t=0, n=28, r=1, m=28, rp=0 ---------> 4.42494e+11
t=1, n=28, r=1, m=28, rp=0 ---------> -4.1633e+11
t=0, n=29, r=1, m=28, rp=0 ---------> -1.62651e+11
t=1, n=29, r=1, m=28, rp=0 ---------> -8.34753e+11
t=0, n=30, r=1, m=28, rp=0 ---------> -1.24132e+11
t=1, n=30, r=1, m=28, rp=0 ---------> -4.29996e+11
t=0, n=31, r=1, m=28, rp=0 ---------> 6.38856e+11
t=1, n=31, r=1, m=28, rp=0 ---------> -3.48544e+11
t=0, n=32, r=1, m=28, rp=0 ---------> -1.26256e+10
t=1, n=32, r=1, m=28, rp=0 ---------> -3.00629e+11
t=0, n=33, r=1, m=28, rp=0 ---------> -8.92295e+10
t=1, n=33, r=1, m=28, rp=0 ---------> -4.02068e+11
t=0, n=34, r=1, m=28, rp=0 ---------> -1.45303e+11
t=1, n=34, r=1, m=28, rp=0 ---------> -5.89538e+11
t=0, n=35, r=1, m=28, rp=0 ---------> -3.29766e+11
t=1, n=35, r=1, m=28, rp=0 ---------> -1.70488e+11
t=0, n=36, r=1, m=28, rp=0 ---------> -7.84054e+10
t=1, n=36, r=1, m=28, rp=0 ---------> 4.46365e+10
t=0, n=37, r=1, m=28, rp=0 ---------> 8.80245e+11
t=1, n=37, r=1, m=28, rp=0 ---------> -5.64309e+11
t=0, n=38, r=1, m=28, rp=0 ---------> -4.16275e+10
t=1, n=38, r=1, m=28, rp=0 ---------> -3.98243e+11
t=0, n=39, r=1, m=28, rp=0 ---------> -4.21771e+11
t=1, n=39, r=1, m=28, rp=0 ---------> -5.9195e+11
t=0, n=40, r=1, m=28, rp=0 ---------> -6.92893e+11
t=1, n=40, r=1, m=28, rp=0 ---------> -1.34841e+11
t=0, n=41, r=1, m=28, rp=0 ---------> -5.33516e+10
t=1, n=41, r=1, m=28, rp=0 ---------> -2.33543e+11
t=0, n=42, r=1, m=28, rp=0 ---------> 2.72823e+11
t=1, n=42, r=1, m=28, rp=0 ---------> -5.60063e+11
t=0, n=43, r=1, m=28, rp=0 ---------> 5.95102e+10
t=1, n=43, r=1, m=28, rp=0 ---------> 5.48118e+10
t=0, n=44, r=1, m=28, rp=0 ---------> 3.61679e+10
t=1, n=44, r=1, m=28, rp=0 ---------> 4.08138e+10
t=0, n=45, r=1, m=28, rp=0 ---------> 3.31462e+10
t=1, n=45, r=1, m=28, rp=0 ---------> 3.6769e+10
t=0, n=0, r=2, m=28, rp=0 ---------> -1.43455e+11
t=1, n=0, r=2, m=28, rp=0 ---------> 1.66613e+11
t=0, n=1, r=2, m=28, rp=0 ---------> 6.03684e+11
t=1, n=1, r=2, m=28, rp=0 ---------> 4.5033e+11
t=0, n=2, r=2, m=28, rp=0 ---------> 7.68293e+11
t=1, n=2, r=2, m=28, rp=0 ---------> 1.84106e+11
t=0, n=3, r=2, m=28, rp=0 ---------> 5.03276e+11
t=1, n=3, r=2, m=28, rp=0 ---------> -9.92982e+10
t=0, n=4, r=2, m=28, rp=0 ---------> 3.38676e+11
t=1, n=4, r=2, m=28, rp=0 ---------> 5.6629e+11
t=0, n=5, r=2, m=28, rp=0 ---------> -1.51451e+11
t=1, n=5, r=2, m=28, rp=0 ---------> -5.81609e+10
t=0, n=6, r=2, m=28, rp=0 ---------> -1.23495e+11
t=1, n=6, r=2, m=28, rp=0 ---------> -9.62696e+10
t=0, n=7, r=2, m=28, rp=0 ---------> 2.62176e+11
t=1, n=7, r=2, m=28, rp=0 ---------> -3.11569e+11
t=0, n=8, r=2, m=28, rp=0 ---------> 6.29215e+11
t=1, n=8, r=2, m=28, rp=0 ---------> 8.17072e+10
t=0, n=9, r=2, m=28, rp=0 ---------> 6.33703e+10
t=1, n=9, r=2, m=28, rp=0 ---------> 4.96257e+10
t=0, n=10, r=2, m=28, rp=0 ---------> -1.15955e+11
t=1, n=10, r=2, m=28, rp=0 ---------> -3.14734e+10
t=0, n=11, r=2, m=28, rp=0 ---------> -3.01681e+11
t=1, n=11, r=2, m=28, rp=0 ---------> 2.78855e+11
t=0, n=12, r=2, m=28, rp=0 ---------> 2.72669e+10
t=1, n=12, r=2, m=28, rp=0 ---------> 5.0437e+11
t=0, n=13, r=2, m=28, rp=0 ---------> 2.3722e+11
t=1, n=13, r=2, m=28, rp=0 ---------> -2.48617e+11
t=0, n=14, r=2, m=28, rp=0 ---------> 4.19331e+10
t=1, n=14, r=2, m=28, rp=0 ---------> 2.42101e+11
t=0, n=15, r=2, m=28, rp=0 ---------> 2.41354e+10
t=1, n=15, r=2, m=28, rp=0 ---------> 5.37944e+11
t=0, n=16, r=2, m=28, rp=0 ---------> -6.18966e+11
t=1, n=16, r=2, m=28, rp=0 ---------> 3.45082e+11
t=0, n=17, r=2, m=28, rp=0 ---------> 3.77236e+11
t=1, n=17, r=2, m=28, rp=0 ---------> 8.67929e+11
t=0, n=18, r=2, m=28, rp=0 ---------> -1.98599e+11
t=1, n=18, r=2, m=28, rp=0 ---------> 5.72087e+11
t=0, n=19, r=2, m=28, rp=0 ---------> -6.36858e+10
t=1, n=19, r=2, m=28, rp=0 ---------> -1.51673e+11
t=0, n=20, r=2, m=28, rp=0 ---------> 1.39806e+11
t=1, n=20, r=2, m=28, rp=0 ---------> -1.29499e+11
t=0, n=21, r=2, m=28, rp=0 ---------> 3.07309e+11
t=1, n=21, r=2, m=28, rp=0 ---------> -1.35073e+11
t=0, n=22, r=2, m=28, rp=0 ---------> 6.6671e+10
t=1, n=22, r=2, m=28, rp=0 ---------> -2.19499e+11
t=0, n=23, r=2, m=28, rp=0 ---------> 8.31713e+11
t=1, n=23, r=2, m=28, rp=0 ---------> -1.05664e+11
t=0, n=24, r=2, m=28, rp=0 ---------> 2.61843e+10
t=1, n=24, r=2, m=28, rp=0 ---------> 3.15995e+11
t=0, n=25, r=2, m=28, rp=0 ---------> 3.23586e+11
t=1, n=25, r=2, m=28, rp=0 ---------> -6.68729e+10
t=0, n=26, r=2, m=28, rp=0 ---------> -1.45414e+11
t=1, n=26, r=2, m=28, rp=0 ---------> -7.99272e+10
t=0, n=27, r=2, m=28, rp=0 ---------> 8.8419e+11
t=1, n=27, r=2, m=28, rp=0 ---------> 4.36841e+09
t=0, n=28, r=2, m=28, rp=0 ---------> -6.23322e+11
t=1, n=28, r=2, m=28, rp=0 ---------> 3.20615e+11
t=0, n=29, r=2, m=28, rp=0 ---------> 5.32595e+11
t=1, n=29, r=2, m=28, rp=0 ---------> 5.72387e+11
t=0, n=30, r=2, m=28, rp=0 ---------> 9.59433e+10
t=1, n=30, r=2, m=28, rp=0 ---------> 5.76184e+11
t=0, n=31, r=2, m=28, rp=0 ---------> -3.63396e+11
t=1, n=31, r=2, m=28, rp=0 ---------> 7.39653e+10
t=0, n=32, r=2, m=28, rp=0 ---------> 1.34997e+11
t=1, n=32, r=2, m=28, rp=0 ---------> -1.47223e+10
t=0, n=33, r=2, m=28, rp=0 ---------> 1.46677e+11
t=1, n=33, r=2, m=28, rp=0 ---------> 2.93417e+11
t=0, n=34, r=2, m=28, rp=0 ---------> 3.50628e+11
t=1, n=34, r=2, m=28, rp=0 ---------> 5.97992e+11
t=0, n=35, r=2, m=28, rp=0 ---------> 2.70767e+11
t=1, n=35, r=2, m=28, rp=0 ---------> -1.2317e+11
t=0, n=36, r=2, m=28, rp=0 ---------> 1.61786e+09
t=1, n=36, r=2, m=28, rp=0 ---------> -8.34388e+10
t=0, n=37, r=2, m=28, rp=0 ---------> -5.30048e+11
t=1, n=37, r=2, m=28, rp=0 ---------> -3.95487e+10
t=0, n=38, r=2, m=28, rp=0 ---------> 7.4483e+10
t=1, n=38, r=2, m=28, rp=0 ---------> 1.4955e+11
t=0, n=39, r=2, m=28, rp=0 ---------> 6.89572e+11
t=1, n=39, r=2, m=28, rp=0 ---------> 3.766e+11
t=0, n=40, r=2, m=28, rp=0 ---------> 3.67279e+11
t=1, n=40, r=2, m=28, rp=0 ---------> 1.16324e+11
t=0, n=41, r=2, m=28, rp=0 ---------> 6.01987e+09
t=1, n=41, r=2, m=28, rp=0 ---------> -1.55749e+11
t=0, n=42, r=2, m=28, rp=0 ---------> -4.96208e+10
t=1, n=42, r=2, m=28, rp=0 ---------> 3.73341e+11
t=0, n=43, r=2, m=28, rp=0 ---------> -1.89082e+11
t=1, n=43, r=2, m=28, rp=0 ---------> 1.39261e+11
t=0, n=44, r=2, m=28, rp=0 ---------> 6.94369e+10
t=1, n=44, r=2, m=28, rp=0 ---------> 2.22627e+10
t=0, n=45, r=2, m=28, rp=0 ---------> 5.24308e+10
t=1, n=45, r=2, m=28, rp=0 ---------> 3.39231e+10
t=0, n=0, r=3, m=28, rp=0 ---------> -1.65853e+11
t=1, n=0, r=3, m=28, rp=0 ---------> 4.89021e+11
t=0, n=1, r=3, m=28, rp=0 ---------> -5.77111e+11
t=1, n=1, r=3, m=28, rp=0 ---------> 1.85618e+11
t=0, n=2, r=3, m=28, rp=0 ---------> -5.33845e+11
t=1, n=2, r=3, m=28, rp=0 ---------> 4.06392e+11
t=0, n=3, r=3, m=28, rp=0 ---------> -6.85927e+11
t=1, n=3, r=3, m=28, rp=0 ---------> 1.87452e+11
t=0, n=4, r=3, m=28, rp=0 ---------> -7.38502e+11
t=1, n=4, r=3, m=28, rp=0 ---------> 5.38693e+10
t=0, n=5, r=3, m=28, rp=0 ---------> -6.36215e+11
t=1, n=5, r=3, m=28, rp=0 ---------> -3.34305e+10
t=0, n=6, r=3, m=28, rp=0 ---------> 1.44525e+11
t=1, n=6, r=3, m=28, rp=0 ---------> 3.40528e+11
t=0, n=7, r=3, m=28, rp=0 ---------> -6.02951e+10
t=1, n=7, r=3, m=28, rp=0 ---------> 4.24745e+11
t=0, n=8, r=3, m=28, rp=0 ---------> -8.03863e+11
t=1, n=8, r=3, m=28, rp=0 ---------> 7.85189e+10
t=0, n=9, r=3, m=28, rp=0 ---------> 3.99393e+11
t=1, n=9, r=3, m=28, rp=0 ---------> 4.58038e+11
t=0, n=10, r=3, m=28, rp=0 ---------> -3.32966e+11
t=1, n=10, r=3, m=28, rp=0 ---------> 2.30309e+10
t=0, n=11, r=3, m=28, rp=0 ---------> -4.90478e+11
t=1, n=11, r=3, m=28, rp=0 ---------> 8.76766e+10
t=0, n=12, r=3, m=28, rp=0 ---------> -6.3786e+11
t=1, n=12, r=3, m=28, rp=0 ---------> 1.15052e+10
t=0, n=13, r=3, m=28, rp=0 ---------> 2.54332e+11
t=1, n=13, r=3, m=28, rp=0 ---------> 2.90632e+11
t=0, n=14, r=3, m=28, rp=0 ---------> -5.38975e+11
t=1, n=14, r=3, m=28, rp=0 ---------> -1.09136e+10
t=0, n=15, r=3, m=28, rp=0 ---------> -7.0079e+11
t=1, n=15, r=3, m=28, rp=0 ---------> 1.49435e+11
t=0, n=16, r=3, m=28, rp=0 ---------> -3.3757e+11
t=1, n=16, r=3, m=28, rp=0 ---------> -1.71759e+11
t=0, n=17, r=3, m=28, rp=0 ---------> -7.72369e+11
t=1, n=17, r=3, m=28, rp=0 ---------> 1.04663e+10
t=0, n=18, r=3, m=28, rp=0 ---------> -5.54002e+11
t=1, n=18, r=3, m=28, rp=0 ---------> 3.6086e+11
t=0, n=19, r=3, m=28, rp=0 ---------> 7.70066e+10
t=1, n=19, r=3, m=28, rp=0 ---------> 2.88842e+11
t=0, n=20, r=3, m=28, rp=0 ---------> -5.03868e+11
t=1, n=20, r=3, m=28, rp=0 ---------> 3.55285e+10
t=0, n=21, r=3, m=28, rp=0 ---------> -5.18468e+11
t=1, n=21, r=3, m=28, rp=0 ---------> -2.02804e+11
t=0, n=22, r=3, m=28, rp=0 ---------> -5.7265e+11
t=1, n=22, r=3, m=28, rp=0 ---------> 1.83296e+11
t=0, n=23, r=3, m=28, rp=0 ---------> -8.8202e+11
t=1, n=23, r=3, m=28, rp=0 ---------> -1.30593e+11
t=0, n=24, r=3, m=28, rp=0 ---------> -9.47076e+11
t=1, n=24, r=3, m=28, rp=0 ---------> 1.82554e+11
t=0, n=25, r=3, m=28, rp=0 ---------> -5.958e+11
t=1, n=25, r=3, m=28, rp=0 ---------> 1.19429e+11
t=0, n=26, r=3, m=28, rp=0 ---------> -3.4872e+11
t=1, n=26, r=3, m=28, rp=0 ---------> 5.74945e+10
t=0, n=27, r=3, m=28, rp=0 ---------> -6.26246e+11
t=1, n=27, r=3, m=28, rp=0 ---------> 1.09894e+11
t=0, n=28, r=3, m=28, rp=0 ---------> -9.22356e+09
t=1, n=28, r=3, m=28, rp=0 ---------> 3.82879e+11
t=0, n=29, r=3, m=28, rp=0 ---------> -1.05428e+12
t=1, n=29, r=3, m=28, rp=0 ---------> -2.92421e+11
t=0, n=30, r=3, m=28, rp=0 ---------> -1.44321e+11
t=1, n=30, r=3, m=28, rp=0 ---------> 3.91059e+11
t=0, n=31, r=3, m=28, rp=0 ---------> -3.00046e+11
t=1, n=31, r=3, m=28, rp=0 ---------> 1.75456e+10
t=0, n=32, r=3, m=28, rp=0 ---------> -5.4606e+10
t=1, n=32, r=3, m=28, rp=0 ---------> 3.43884e+11
t=0, n=33, r=3, m=28, rp=0 ---------> -2.81123e+11
t=1, n=33, r=3, m=28, rp=0 ---------> -3.70607e+10
t=0, n=34, r=3, m=28, rp=0 ---------> -6.47917e+11
t=1, n=34, r=3, m=28, rp=0 ---------> 3.37903e+11
t=0, n=35, r=3, m=28, rp=0 ---------> -1.17015e+11
t=1, n=35, r=3, m=28, rp=0 ---------> 1.46184e+11
t=0, n=36, r=3, m=28, rp=0 ---------> 5.62526e+10
t=1, n=36, r=3, m=28, rp=0 ---------> 3.40307e+11
t=0, n=37, r=3, m=28, rp=0 ---------> -2.4937e+11
t=1, n=37, r=3, m=28, rp=0 ---------> 1.09154e+10
t=0, n=38, r=3, m=28, rp=0 ---------> -2.58831e+11
t=1, n=38, r=3, m=28, rp=0 ---------> 4.07808e+11
t=0, n=39, r=3, m=28, rp=0 ---------> -3.6175e+11
t=1, n=39, r=3, m=28, rp=0 ---------> 2.86224e+11
t=0, n=40, r=3, m=28, rp=0 ---------> -3.44762e+10
t=1, n=40, r=3, m=28, rp=0 ---------> 3.76333e+11
t=0, n=41, r=3, m=28, rp=0 ---------> -5.04998e+11
t=1, n=41, r=3, m=28, rp=0 ---------> 1.28126e+11
t=0, n=42, r=3, m=28, rp=0 ---------> -6.31846e+11
t=1, n=42, r=3, m=28, rp=0 ---------> -1.59158e+11
t=0, n=43, r=3, m=28, rp=0 ---------> -7.05861e+10
t=1, n=43, r=3, m=28, rp=0 ---------> 2.37293e+11
t=0, n=44, r=3, m=28, rp=0 ---------> 9.70526e+10
t=1, n=44, r=3, m=28, rp=0 ---------> 1.54163e+10
t=0, n=45, r=3, m=28, rp=0 ---------> -1.11858e+10
t=1, n=45, r=3, m=28, rp=0 ---------> -5.34305e+10
t=0, n=0, r=0, m=29, rp=0 ---------> -7.3909e+11
t=1, n=0, r=0, m=29, rp=0 ---------> 1.08099e+12
t=0, n=1, r=0, m=29, rp=0 ---------> -3.02638e+11
t=1, n=1, r=0, m=29, rp=0 ---------> 1.23741e+12
t=0, n=2, r=0, m=29, rp=0 ---------> -4.59938e+11
t=1, n=2, r=0, m=29, rp=0 ---------> 7.67008e+11
t=0, n=3, r=0, m=29, rp=0 ---------> -5.72039e+11
t=1, n=3, r=0, m=29, rp=0 ---------> 1.12284e+12
t=0, n=4, r=0, m=29, rp=0 ---------> -4.81118e+11
t=1, n=4, r=0, m=29, rp=0 ---------> 5.39857e+11
t=0, n=5, r=0, m=29, rp=0 ---------> -6.91375e+11
t=1, n=5, r=0, m=29, rp=0 ---------> 6.53178e+11
t=0, n=6, r=0, m=29, rp=0 ---------> -5.61147e+11
t=1, n=6, r=0, m=29, rp=0 ---------> 9.51558e+11
t=0, n=7, r=0, m=29, rp=0 ---------> -4.27917e+11
t=1, n=7, r=0, m=29, rp=0 ---------> 4.99651e+11
t=0, n=8, r=0, m=29, rp=0 ---------> -5.08007e+11
t=1, n=8, r=0, m=29, rp=0 ---------> 9.71793e+11
t=0, n=9, r=0, m=29, rp=0 ---------> -5.00039e+11
t=1, n=9, r=0, m=29, rp=0 ---------> 1.58475e+12
t=0, n=10, r=0, m=29, rp=0 ---------> -3.92392e+11
t=1, n=10, r=0, m=29, rp=0 ---------> 6.62463e+11
t=0, n=11, r=0, m=29, rp=0 ---------> -3.72799e+11
t=1, n=11, r=0, m=29, rp=0 ---------> 7.36546e+11
t=0, n=12, r=0, m=29, rp=0 ---------> -2.28763e+11
t=1, n=12, r=0, m=29, rp=0 ---------> 9.87948e+11
t=0, n=13, r=0, m=29, rp=0 ---------> -1.76292e+11
t=1, n=13, r=0, m=29, rp=0 ---------> 9.17143e+11
t=0, n=14, r=0, m=29, rp=0 ---------> -6.19106e+11
t=1, n=14, r=0, m=29, rp=0 ---------> 4.8009e+11
t=0, n=15, r=0, m=29, rp=0 ---------> -5.72136e+11
t=1, n=15, r=0, m=29, rp=0 ---------> 7.53708e+11
t=0, n=16, r=0, m=29, rp=0 ---------> -3.82178e+11
t=1, n=16, r=0, m=29, rp=0 ---------> 5.42799e+11
t=0, n=17, r=0, m=29, rp=0 ---------> -1.48574e+11
t=1, n=17, r=0, m=29, rp=0 ---------> 1.50591e+12
t=0, n=18, r=0, m=29, rp=0 ---------> -4.18007e+11
t=1, n=18, r=0, m=29, rp=0 ---------> 6.15977e+11
t=0, n=19, r=0, m=29, rp=0 ---------> -2.76852e+11
t=1, n=19, r=0, m=29, rp=0 ---------> -2.85575e+11
t=0, n=20, r=0, m=29, rp=0 ---------> -5.00894e+11
t=1, n=20, r=0, m=29, rp=0 ---------> 3.64368e+11
t=0, n=21, r=0, m=29, rp=0 ---------> -3.16151e+11
t=1, n=21, r=0, m=29, rp=0 ---------> -1.33839e+11
t=0, n=22, r=0, m=29, rp=0 ---------> -8.82135e+11
t=1, n=22, r=0, m=29, rp=0 ---------> 7.25308e+11
t=0, n=23, r=0, m=29, rp=0 ---------> -2.76317e+11
t=1, n=23, r=0, m=29, rp=0 ---------> 7.296e+11
t=0, n=24, r=0, m=29, rp=0 ---------> -9.99133e+11
t=1, n=24, r=0, m=29, rp=0 ---------> 8.88858e+11
t=0, n=25, r=0, m=29, rp=0 ---------> -5.84525e+11
t=1, n=25, r=0, m=29, rp=0 ---------> 9.38258e+11
t=0, n=26, r=0, m=29, rp=0 ---------> -3.75275e+11
t=1, n=26, r=0, m=29, rp=0 ---------> 5.43083e+11
t=0, n=27, r=0, m=29, rp=0 ---------> -2.46648e+11
t=1, n=27, r=0, m=29, rp=0 ---------> 6.68196e+11
t=0, n=28, r=0, m=29, rp=0 ---------> -6.18229e+11
t=1, n=28, r=0, m=29, rp=0 ---------> 1.24004e+12
t=0, n=29, r=0, m=29, rp=0 ---------> -4.52135e+11
t=1, n=29, r=0, m=29, rp=0 ---------> 3.87957e+11
t=0, n=30, r=0, m=29, rp=0 ---------> -4.53863e+11
t=1, n=30, r=0, m=29, rp=0 ---------> 1.31946e+12
t=0, n=31, r=0, m=29, rp=0 ---------> -3.80102e+11
t=1, n=31, r=0, m=29, rp=0 ---------> 3.28296e+11
t=0, n=32, r=0, m=29, rp=0 ---------> -6.12892e+11
t=1, n=32, r=0, m=29, rp=0 ---------> 3.38385e+11
t=0, n=33, r=0, m=29, rp=0 ---------> -8.63289e+10
t=1, n=33, r=0, m=29, rp=0 ---------> 4.77232e+11
t=0, n=34, r=0, m=29, rp=0 ---------> -2.5944e+11
t=1, n=34, r=0, m=29, rp=0 ---------> 1.16653e+12
t=0, n=35, r=0, m=29, rp=0 ---------> -2.05416e+11
t=1, n=35, r=0, m=29, rp=0 ---------> 3.85869e+11
t=0, n=36, r=0, m=29, rp=0 ---------> -4.05245e+11
t=1, n=36, r=0, m=29, rp=0 ---------> 7.46471e+10
t=0, n=37, r=0, m=29, rp=0 ---------> -6.93183e+11
t=1, n=37, r=0, m=29, rp=0 ---------> 2.00926e+11
t=0, n=38, r=0, m=29, rp=0 ---------> -5.34162e+11
t=1, n=38, r=0, m=29, rp=0 ---------> 7.09638e+11
t=0, n=39, r=0, m=29, rp=0 ---------> -4.64647e+11
t=1, n=39, r=0, m=29, rp=0 ---------> 4.41857e+11
t=0, n=40, r=0, m=29, rp=0 ---------> -3.0707e+11
t=1, n=40, r=0, m=29, rp=0 ---------> 5.31927e+11
t=0, n=41, r=0, m=29, rp=0 ---------> -4.27912e+11
t=1, n=41, r=0, m=29, rp=0 ---------> 3.85059e+11
t=0, n=42, r=0, m=29, rp=0 ---------> -4.56426e+11
t=1, n=42, r=0, m=29, rp=0 ---------> 8.25843e+11
t=0, n=43, r=0, m=29, rp=0 ---------> -2.60863e+11
t=1, n=43, r=0, m=29, rp=0 ---------> 7.54641e+11
t=0, n=44, r=0, m=29, rp=0 ---------> -7.03908e+09
t=1, n=44, r=0, m=29, rp=0 ---------> 7.14732e+10
t=0, n=45, r=0, m=29, rp=0 ---------> -5.69488e+10
t=1, n=45, r=0, m=29, rp=0 ---------> -1.85403e+09
t=0, n=0, r=1, m=29, rp=0 ---------> 1.34441e+11
t=1, n=0, r=1, m=29, rp=0 ---------> -1.69476e+11
t=0, n=1, r=1, m=29, rp=0 ---------> -2.50104e+11
t=1, n=1, r=1, m=29, rp=0 ---------> -1.97696e+10
t=0, n=2, r=1, m=29, rp=0 ---------> 1.41025e+11
t=1, n=2, r=1, m=29, rp=0 ---------> 1.70492e+11
t=0, n=3, r=1, m=29, rp=0 ---------> 9.58934e+10
t=1, n=3, r=1, m=29, rp=0 ---------> -9.3311e+10
t=0, n=4, r=1, m=29, rp=0 ---------> -1.17292e+11
t=1, n=4, r=1, m=29, rp=0 ---------> -7.96633e+11
t=0, n=5, r=1, m=29, rp=0 ---------> -3.61949e+10
t=1, n=5, r=1, m=29, rp=0 ---------> 1.42928e+11
t=0, n=6, r=1, m=29, rp=0 ---------> 6.64204e+11
t=1, n=6, r=1, m=29, rp=0 ---------> -1.10234e+11
t=0, n=7, r=1, m=29, rp=0 ---------> -3.75939e+11
t=1, n=7, r=1, m=29, rp=0 ---------> -2.81725e+11
t=0, n=8, r=1, m=29, rp=0 ---------> 3.82834e+10
t=1, n=8, r=1, m=29, rp=0 ---------> 1.3521e+11
t=0, n=9, r=1, m=29, rp=0 ---------> 2.82609e+11
t=1, n=9, r=1, m=29, rp=0 ---------> 3.83494e+11
t=0, n=10, r=1, m=29, rp=0 ---------> 2.57026e+11
t=1, n=10, r=1, m=29, rp=0 ---------> -2.71297e+10
t=0, n=11, r=1, m=29, rp=0 ---------> 1.09626e+11
t=1, n=11, r=1, m=29, rp=0 ---------> 2.05343e+11
t=0, n=12, r=1, m=29, rp=0 ---------> 1.58926e+11
t=1, n=12, r=1, m=29, rp=0 ---------> -3.34122e+11
t=0, n=13, r=1, m=29, rp=0 ---------> 1.38224e+11
t=1, n=13, r=1, m=29, rp=0 ---------> 3.81373e+10
t=0, n=14, r=1, m=29, rp=0 ---------> 6.56508e+10
t=1, n=14, r=1, m=29, rp=0 ---------> 1.10567e+12
t=0, n=15, r=1, m=29, rp=0 ---------> 6.68591e+11
t=1, n=15, r=1, m=29, rp=0 ---------> -3.08727e+11
t=0, n=16, r=1, m=29, rp=0 ---------> 5.06233e+11
t=1, n=16, r=1, m=29, rp=0 ---------> 2.1747e+11
t=0, n=17, r=1, m=29, rp=0 ---------> -4.46336e+11
t=1, n=17, r=1, m=29, rp=0 ---------> 3.82022e+11
t=0, n=18, r=1, m=29, rp=0 ---------> 2.92323e+11
t=1, n=18, r=1, m=29, rp=0 ---------> -3.97328e+10
t=0, n=19, r=1, m=29, rp=0 ---------> -6.49952e+10
t=1, n=19, r=1, m=29, rp=0 ---------> -2.46425e+11
t=0, n=20, r=1, m=29, rp=0 ---------> -1.54632e+11
t=1, n=20, r=1, m=29, rp=0 ---------> -4.36642e+10
t=0, n=21, r=1, m=29, rp=0 ---------> -3.51748e+11
t=1, n=21, r=1, m=29, rp=0 ---------> 3.36732e+11
t=0, n=22, r=1, m=29, rp=0 ---------> -4.8164e+11
t=1, n=22, r=1, m=29, rp=0 ---------> -2.73824e+11
t=0, n=23, r=1, m=29, rp=0 ---------> -7.93469e+11
t=1, n=23, r=1, m=29, rp=0 ---------> 3.74771e+11
t=0, n=24, r=1, m=29, rp=0 ---------> 4.079e+11
t=1, n=24, r=1, m=29, rp=0 ---------> -2.53566e+09
t=0, n=25, r=1, m=29, rp=0 ---------> 1.38817e+11
t=1, n=25, r=1, m=29, rp=0 ---------> 2.05363e+11
t=0, n=26, r=1, m=29, rp=0 ---------> -4.73927e+11
t=1, n=26, r=1, m=29, rp=0 ---------> 2.09376e+11
t=0, n=27, r=1, m=29, rp=0 ---------> -2.17742e+11
t=1, n=27, r=1, m=29, rp=0 ---------> -1.43403e+11
t=0, n=28, r=1, m=29, rp=0 ---------> 8.20224e+11
t=1, n=28, r=1, m=29, rp=0 ---------> -2.83735e+11
t=0, n=29, r=1, m=29, rp=0 ---------> -2.34068e+11
t=1, n=29, r=1, m=29, rp=0 ---------> -1.83601e+11
t=0, n=30, r=1, m=29, rp=0 ---------> 7.87569e+11
t=1, n=30, r=1, m=29, rp=0 ---------> 4.56053e+11
t=0, n=31, r=1, m=29, rp=0 ---------> 2.56449e+11
t=1, n=31, r=1, m=29, rp=0 ---------> 5.0822e+11
t=0, n=32, r=1, m=29, rp=0 ---------> 5.41847e+11
t=1, n=32, r=1, m=29, rp=0 ---------> -4.36149e+11
t=0, n=33, r=1, m=29, rp=0 ---------> -7.41321e+10
t=1, n=33, r=1, m=29, rp=0 ---------> 4.23341e+11
t=0, n=34, r=1, m=29, rp=0 ---------> -7.09349e+11
t=1, n=34, r=1, m=29, rp=0 ---------> 2.84692e+11
t=0, n=35, r=1, m=29, rp=0 ---------> -2.16259e+11
t=1, n=35, r=1, m=29, rp=0 ---------> 1.31535e+11
t=0, n=36, r=1, m=29, rp=0 ---------> -1.53311e+11
t=1, n=36, r=1, m=29, rp=0 ---------> -4.66037e+11
t=0, n=37, r=1, m=29, rp=0 ---------> 6.71807e+11
t=1, n=37, r=1, m=29, rp=0 ---------> 7.51948e+11
t=0, n=38, r=1, m=29, rp=0 ---------> 2.55829e+11
t=1, n=38, r=1, m=29, rp=0 ---------> -8.16069e+11
t=0, n=39, r=1, m=29, rp=0 ---------> 1.8384e+11
t=1, n=39, r=1, m=29, rp=0 ---------> -4.83306e+11
t=0, n=40, r=1, m=29, rp=0 ---------> 2.21703e+11
t=1, n=40, r=1, m=29, rp=0 ---------> -7.20626e+10
t=0, n=41, r=1, m=29, rp=0 ---------> 2.98447e+11
t=1, n=41, r=1, m=29, rp=0 ---------> -7.42907e+11
t=0, n=42, r=1, m=29, rp=0 ---------> -6.74942e+10
t=1, n=42, r=1, m=29, rp=0 ---------> -1.52801e+11
t=0, n=43, r=1, m=29, rp=0 ---------> -1.18182e+11
t=1, n=43, r=1, m=29, rp=0 ---------> 8.58754e+10
t=0, n=44, r=1, m=29, rp=0 ---------> 1.13148e+11
t=1, n=44, r=1, m=29, rp=0 ---------> 6.92027e+10
t=0, n=45, r=1, m=29, rp=0 ---------> 6.43637e+10
t=1, n=45, r=1, m=29, rp=0 ---------> 4.59177e+09
t=0, n=0, r=2, m=29, rp=0 ---------> 1.27916e+12
t=1, n=0, r=2, m=29, rp=0 ---------> -1.12944e+12
t=0, n=1, r=2, m=29, rp=0 ---------> 3.16516e+11
t=1, n=1, r=2, m=29, rp=0 ---------> -3.09249e+11
t=0, n=2, r=2, m=29, rp=0 ---------> -3.0835e+11
t=1, n=2, r=2, m=29, rp=0 ---------> 2.80382e+11
t=0, n=3, r=2, m=29, rp=0 ---------> 9.383e+10
