t=1, n=0, r=0, m=1, rp=2 ---------> 1.99974e+11
t=0, n=1, r=0, m=1, rp=2 ---------> -4.90252e+09
t=1, n=1, r=0, m=1, rp=2 ---------> -2.90518e+11
t=0, n=2, r=0, m=1, rp=2 ---------> -3.62485e+11
t=1, n=2, r=0, m=1, rp=2 ---------> -1.11358e+11
t=0, n=3, r=0, m=1, rp=2 ---------> 1.17584e+11
t=1, n=3, r=0, m=1, rp=2 ---------> -2.99258e+10
t=0, n=4, r=0, m=1, rp=2 ---------> -3.43152e+11
t=1, n=4, r=0, m=1, rp=2 ---------> 7.98566e+10
t=0, n=5, r=0, m=1, rp=2 ---------> -2.69285e+11
t=1, n=5, r=0, m=1, rp=2 ---------> 1.81334e+11
t=0, n=6, r=0, m=1, rp=2 ---------> -3.83678e+11
t=1, n=6, r=0, m=1, rp=2 ---------> -8.5052e+10
t=0, n=7, r=0, m=1, rp=2 ---------> -5.91002e+10
t=1, n=7, r=0, m=1, rp=2 ---------> -9.07357e+10
t=0, n=8, r=0, m=1, rp=2 ---------> 1.64366e+11
t=1, n=8, r=0, m=1, rp=2 ---------> 6.07657e+10
t=0, n=9, r=0, m=1, rp=2 ---------> -8.34396e+11
t=1, n=9, r=0, m=1, rp=2 ---------> 4.18952e+09
t=0, n=10, r=0, m=1, rp=2 ---------> -1.09776e+11
t=1, n=10, r=0, m=1, rp=2 ---------> 1.19054e+11
t=0, n=11, r=0, m=1, rp=2 ---------> -3.41733e+11
t=1, n=11, r=0, m=1, rp=2 ---------> 1.13582e+11
t=0, n=12, r=0, m=1, rp=2 ---------> 1.32444e+11
t=1, n=12, r=0, m=1, rp=2 ---------> 8.24994e+10
t=0, n=13, r=0, m=1, rp=2 ---------> -1.00521e+11
t=1, n=13, r=0, m=1, rp=2 ---------> -1.28834e+10
t=0, n=14, r=0, m=1, rp=2 ---------> -5.87754e+11
t=1, n=14, r=0, m=1, rp=2 ---------> -2.36384e+11
t=0, n=15, r=0, m=1, rp=2 ---------> -3.80816e+10
t=1, n=15, r=0, m=1, rp=2 ---------> 2.61516e+11
t=0, n=16, r=0, m=1, rp=2 ---------> 2.40489e+11
t=1, n=16, r=0, m=1, rp=2 ---------> 1.53114e+11
t=0, n=17, r=0, m=1, rp=2 ---------> -5.58586e+10
t=1, n=17, r=0, m=1, rp=2 ---------> -1.05511e+11
t=0, n=18, r=0, m=1, rp=2 ---------> -2.02214e+11
t=1, n=18, r=0, m=1, rp=2 ---------> 1.78229e+11
t=0, n=19, r=0, m=1, rp=2 ---------> -4.71101e+11
t=1, n=19, r=0, m=1, rp=2 ---------> 1.34533e+11
t=0, n=20, r=0, m=1, rp=2 ---------> -6.12396e+10
t=1, n=20, r=0, m=1, rp=2 ---------> 1.04868e+11
t=0, n=21, r=0, m=1, rp=2 ---------> 2.06138e+10
t=1, n=21, r=0, m=1, rp=2 ---------> 1.72499e+11
t=0, n=22, r=0, m=1, rp=2 ---------> -4.15938e+11
t=1, n=22, r=0, m=1, rp=2 ---------> 1.06632e+11
t=0, n=23, r=0, m=1, rp=2 ---------> 1.86256e+11
t=1, n=23, r=0, m=1, rp=2 ---------> 4.80885e+10
t=0, n=24, r=0, m=1, rp=2 ---------> -1.81946e+11
t=1, n=24, r=0, m=1, rp=2 ---------> 2.48653e+11
t=0, n=25, r=0, m=1, rp=2 ---------> -4.58347e+10
t=1, n=25, r=0, m=1, rp=2 ---------> 7.18835e+10
t=0, n=26, r=0, m=1, rp=2 ---------> -3.43302e+11
t=1, n=26, r=0, m=1, rp=2 ---------> 8.50648e+10
t=0, n=27, r=0, m=1, rp=2 ---------> 2.57417e+11
t=1, n=27, r=0, m=1, rp=2 ---------> 8.69541e+10
t=0, n=28, r=0, m=1, rp=2 ---------> -3.39033e+11
t=1, n=28, r=0, m=1, rp=2 ---------> 2.62639e+11
t=0, n=29, r=0, m=1, rp=2 ---------> -7.21724e+10
t=1, n=29, r=0, m=1, rp=2 ---------> 1.87154e+11
t=0, n=30, r=0, m=1, rp=2 ---------> -3.91445e+11
t=1, n=30, r=0, m=1, rp=2 ---------> 1.68915e+11
t=0, n=31, r=0, m=1, rp=2 ---------> -5.41193e+11
t=1, n=31, r=0, m=1, rp=2 ---------> -6.19436e+10
t=0, n=32, r=0, m=1, rp=2 ---------> -5.9682e+11
t=1, n=32, r=0, m=1, rp=2 ---------> 2.92558e+11
t=0, n=33, r=0, m=1, rp=2 ---------> -1.7572e+11
t=1, n=33, r=0, m=1, rp=2 ---------> -8.87854e+10
t=0, n=34, r=0, m=1, rp=2 ---------> -3.13993e+11
t=1, n=34, r=0, m=1, rp=2 ---------> -1.1054e+11
t=0, n=35, r=0, m=1, rp=2 ---------> -1.04884e+11
t=1, n=35, r=0, m=1, rp=2 ---------> -1.62415e+10
t=0, n=36, r=0, m=1, rp=2 ---------> -3.84691e+11
t=1, n=36, r=0, m=1, rp=2 ---------> 2.00608e+10
t=0, n=37, r=0, m=1, rp=2 ---------> -6.33642e+11
t=1, n=37, r=0, m=1, rp=2 ---------> -1.09754e+10
t=0, n=38, r=0, m=1, rp=2 ---------> -2.56803e+11
t=1, n=38, r=0, m=1, rp=2 ---------> -8.45644e+10
t=0, n=39, r=0, m=1, rp=2 ---------> -3.47831e+11
t=1, n=39, r=0, m=1, rp=2 ---------> 1.349e+10
t=0, n=40, r=0, m=1, rp=2 ---------> -2.2503e+11
t=1, n=40, r=0, m=1, rp=2 ---------> 1.32135e+11
t=0, n=41, r=0, m=1, rp=2 ---------> 2.65454e+11
t=1, n=41, r=0, m=1, rp=2 ---------> 1.0052e+11
t=0, n=42, r=0, m=1, rp=2 ---------> -1.27284e+11
t=1, n=42, r=0, m=1, rp=2 ---------> 7.97109e+10
t=0, n=43, r=0, m=1, rp=2 ---------> -2.19528e+11
t=1, n=43, r=0, m=1, rp=2 ---------> -9.90574e+10
t=0, n=44, r=0, m=1, rp=2 ---------> 3.26946e+10
t=1, n=44, r=0, m=1, rp=2 ---------> -4.65465e+09
t=0, n=0, r=1, m=1, rp=2 ---------> 1.71844e+12
t=1, n=0, r=1, m=1, rp=2 ---------> 4.03809e+11
t=0, n=1, r=1, m=1, rp=2 ---------> 1.01341e+12
t=1, n=1, r=1, m=1, rp=2 ---------> 7.02303e+11
t=0, n=2, r=1, m=1, rp=2 ---------> 9.48037e+11
t=1, n=2, r=1, m=1, rp=2 ---------> -5.15574e+10
t=0, n=3, r=1, m=1, rp=2 ---------> 1.32545e+12
t=1, n=3, r=1, m=1, rp=2 ---------> -1.77883e+11
t=0, n=4, r=1, m=1, rp=2 ---------> 9.94239e+11
t=1, n=4, r=1, m=1, rp=2 ---------> 2.70406e+11
t=0, n=5, r=1, m=1, rp=2 ---------> 1.5601e+12
t=1, n=5, r=1, m=1, rp=2 ---------> -5.15212e+10
t=0, n=6, r=1, m=1, rp=2 ---------> 1.06444e+12
t=1, n=6, r=1, m=1, rp=2 ---------> 3.5529e+11
t=0, n=7, r=1, m=1, rp=2 ---------> 6.60961e+11
t=1, n=7, r=1, m=1, rp=2 ---------> 5.63754e+11
t=0, n=8, r=1, m=1, rp=2 ---------> 8.58994e+11
t=1, n=8, r=1, m=1, rp=2 ---------> -4.60472e+11
t=0, n=9, r=1, m=1, rp=2 ---------> 1.68547e+12
t=1, n=9, r=1, m=1, rp=2 ---------> 1.0805e+12
t=0, n=10, r=1, m=1, rp=2 ---------> 1.13896e+12
t=1, n=10, r=1, m=1, rp=2 ---------> 5.17111e+10
t=0, n=11, r=1, m=1, rp=2 ---------> 1.42543e+12
t=1, n=11, r=1, m=1, rp=2 ---------> 2.09801e+11
t=0, n=12, r=1, m=1, rp=2 ---------> 1.17833e+12
t=1, n=12, r=1, m=1, rp=2 ---------> -2.46603e+11
t=0, n=13, r=1, m=1, rp=2 ---------> 1.16749e+12
t=1, n=13, r=1, m=1, rp=2 ---------> 7.25985e+11
t=0, n=14, r=1, m=1, rp=2 ---------> 6.00663e+11
t=1, n=14, r=1, m=1, rp=2 ---------> 5.05949e+11
t=0, n=15, r=1, m=1, rp=2 ---------> 1.61707e+12
t=1, n=15, r=1, m=1, rp=2 ---------> -9.26961e+11
t=0, n=16, r=1, m=1, rp=2 ---------> 9.64015e+11
t=1, n=16, r=1, m=1, rp=2 ---------> -9.07471e+11
t=0, n=17, r=1, m=1, rp=2 ---------> 1.21469e+12
t=1, n=17, r=1, m=1, rp=2 ---------> 4.31491e+11
t=0, n=18, r=1, m=1, rp=2 ---------> 8.89597e+11
t=1, n=18, r=1, m=1, rp=2 ---------> -3.04417e+11
t=0, n=19, r=1, m=1, rp=2 ---------> 2.44603e+11
t=1, n=19, r=1, m=1, rp=2 ---------> 2.40378e+11
t=0, n=20, r=1, m=1, rp=2 ---------> 9.80364e+11
t=1, n=20, r=1, m=1, rp=2 ---------> -1.06782e+11
t=0, n=21, r=1, m=1, rp=2 ---------> 4.5276e+11
t=1, n=21, r=1, m=1, rp=2 ---------> -3.48305e+11
t=0, n=22, r=1, m=1, rp=2 ---------> 1.7642e+12
t=1, n=22, r=1, m=1, rp=2 ---------> 6.47719e+11
t=0, n=23, r=1, m=1, rp=2 ---------> 5.3706e+11
t=1, n=23, r=1, m=1, rp=2 ---------> 8.14048e+10
t=0, n=24, r=1, m=1, rp=2 ---------> 1.97856e+12
t=1, n=24, r=1, m=1, rp=2 ---------> -7.04456e+11
t=0, n=25, r=1, m=1, rp=2 ---------> 1.15666e+12
t=1, n=25, r=1, m=1, rp=2 ---------> -2.544e+11
t=0, n=26, r=1, m=1, rp=2 ---------> 9.54069e+11
t=1, n=26, r=1, m=1, rp=2 ---------> 4.80759e+11
t=0, n=27, r=1, m=1, rp=2 ---------> 5.88502e+11
t=1, n=27, r=1, m=1, rp=2 ---------> -5.06461e+11
t=0, n=28, r=1, m=1, rp=2 ---------> 1.89713e+12
t=1, n=28, r=1, m=1, rp=2 ---------> -3.67144e+11
t=0, n=29, r=1, m=1, rp=2 ---------> 6.0559e+11
t=1, n=29, r=1, m=1, rp=2 ---------> -3.37259e+11
t=0, n=30, r=1, m=1, rp=2 ---------> 1.50079e+12
t=1, n=30, r=1, m=1, rp=2 ---------> -2.11955e+11
t=0, n=31, r=1, m=1, rp=2 ---------> 1.52543e+12
t=1, n=31, r=1, m=1, rp=2 ---------> 4.27859e+11
t=0, n=32, r=1, m=1, rp=2 ---------> 1.36813e+12
t=1, n=32, r=1, m=1, rp=2 ---------> -2.06063e+11
t=0, n=33, r=1, m=1, rp=2 ---------> 3.71271e+11
t=1, n=33, r=1, m=1, rp=2 ---------> 3.10126e+11
t=0, n=34, r=1, m=1, rp=2 ---------> 1.17336e+12
t=1, n=34, r=1, m=1, rp=2 ---------> 6.34072e+11
t=0, n=35, r=1, m=1, rp=2 ---------> 4.10421e+11
t=1, n=35, r=1, m=1, rp=2 ---------> 2.26535e+11
t=0, n=36, r=1, m=1, rp=2 ---------> 4.49047e+11
t=1, n=36, r=1, m=1, rp=2 ---------> 3.90324e+11
t=0, n=37, r=1, m=1, rp=2 ---------> 8.5617e+11
t=1, n=37, r=1, m=1, rp=2 ---------> 2.93708e+11
t=0, n=38, r=1, m=1, rp=2 ---------> 1.17663e+12
t=1, n=38, r=1, m=1, rp=2 ---------> 2.94961e+11
t=0, n=39, r=1, m=1, rp=2 ---------> 1.00053e+12
t=1, n=39, r=1, m=1, rp=2 ---------> 1.56196e+10
t=0, n=40, r=1, m=1, rp=2 ---------> 5.01625e+11
t=1, n=40, r=1, m=1, rp=2 ---------> -3.43674e+09
t=0, n=41, r=1, m=1, rp=2 ---------> 7.30394e+11
t=1, n=41, r=1, m=1, rp=2 ---------> -8.57064e+11
t=0, n=42, r=1, m=1, rp=2 ---------> 8.75942e+11
t=1, n=42, r=1, m=1, rp=2 ---------> -5.52355e+10
t=0, n=43, r=1, m=1, rp=2 ---------> 5.53836e+11
t=1, n=43, r=1, m=1, rp=2 ---------> 2.45423e+11
t=0, n=44, r=1, m=1, rp=2 ---------> 3.43113e+10
t=1, n=44, r=1, m=1, rp=2 ---------> 8.00329e+10
t=0, n=0, r=2, m=1, rp=2 ---------> -2.62421e+12
t=1, n=0, r=2, m=1, rp=2 ---------> -1.90339e+12
t=0, n=1, r=2, m=1, rp=2 ---------> -2.09967e+12
t=1, n=1, r=2, m=1, rp=2 ---------> -1.65588e+12
t=0, n=2, r=2, m=1, rp=2 ---------> -1.64472e+12
t=1, n=2, r=2, m=1, rp=2 ---------> -1.60865e+12
t=0, n=3, r=2, m=1, rp=2 ---------> -2.34885e+12
t=1, n=3, r=2, m=1, rp=2 ---------> -1.53979e+12
t=0, n=4, r=2, m=1, rp=2 ---------> -2.45075e+12
t=1, n=4, r=2, m=1, rp=2 ---------> -9.31444e+11
t=0, n=5, r=2, m=1, rp=2 ---------> -2.24956e+12
t=1, n=5, r=2, m=1, rp=2 ---------> -1.35738e+12
t=0, n=6, r=2, m=1, rp=2 ---------> -1.70824e+12
t=1, n=6, r=2, m=1, rp=2 ---------> -1.50921e+12
t=0, n=7, r=2, m=1, rp=2 ---------> -1.13416e+12
t=1, n=7, r=2, m=1, rp=2 ---------> -1.2759e+12
t=0, n=8, r=2, m=1, rp=2 ---------> -2.29937e+12
t=1, n=8, r=2, m=1, rp=2 ---------> -1.53672e+12
t=0, n=9, r=2, m=1, rp=2 ---------> -1.8427e+12
t=1, n=9, r=2, m=1, rp=2 ---------> -2.72685e+12
t=0, n=10, r=2, m=1, rp=2 ---------> -1.14542e+12
t=1, n=10, r=2, m=1, rp=2 ---------> -9.05728e+11
t=0, n=11, r=2, m=1, rp=2 ---------> -1.91227e+12
t=1, n=11, r=2, m=1, rp=2 ---------> -1.14586e+12
t=0, n=12, r=2, m=1, rp=2 ---------> -1.72185e+12
t=1, n=12, r=2, m=1, rp=2 ---------> -6.65488e+11
t=0, n=13, r=2, m=1, rp=2 ---------> -1.19844e+12
t=1, n=13, r=2, m=1, rp=2 ---------> -1.82423e+12
t=0, n=14, r=2, m=1, rp=2 ---------> -1.57941e+12
t=1, n=14, r=2, m=1, rp=2 ---------> -1.74827e+12
t=0, n=15, r=2, m=1, rp=2 ---------> -2.4805e+12
t=1, n=15, r=2, m=1, rp=2 ---------> -6.97605e+11
t=0, n=16, r=2, m=1, rp=2 ---------> -1.45527e+12
t=1, n=16, r=2, m=1, rp=2 ---------> -1.31836e+11
t=0, n=17, r=2, m=1, rp=2 ---------> -2.26415e+12
t=1, n=17, r=2, m=1, rp=2 ---------> -1.34211e+12
t=0, n=18, r=2, m=1, rp=2 ---------> -1.52304e+12
t=1, n=18, r=2, m=1, rp=2 ---------> -3.18012e+11
t=0, n=19, r=2, m=1, rp=2 ---------> -4.11925e+11
t=1, n=19, r=2, m=1, rp=2 ---------> -1.44269e+11
t=0, n=20, r=2, m=1, rp=2 ---------> -1.67115e+12
t=1, n=20, r=2, m=1, rp=2 ---------> -9.46964e+11
t=0, n=21, r=2, m=1, rp=2 ---------> -1.32651e+12
t=1, n=21, r=2, m=1, rp=2 ---------> -3.6669e+11
t=0, n=22, r=2, m=1, rp=2 ---------> -3.01294e+12
t=1, n=22, r=2, m=1, rp=2 ---------> -2.00716e+12
t=0, n=23, r=2, m=1, rp=2 ---------> -1.57733e+12
t=1, n=23, r=2, m=1, rp=2 ---------> -1.43945e+12
t=0, n=24, r=2, m=1, rp=2 ---------> -3.5576e+12
t=1, n=24, r=2, m=1, rp=2 ---------> -1.27454e+12
t=0, n=25, r=2, m=1, rp=2 ---------> -2.38991e+12
t=1, n=25, r=2, m=1, rp=2 ---------> -1.61682e+12
t=0, n=26, r=2, m=1, rp=2 ---------> -1.39932e+12
t=1, n=26, r=2, m=1, rp=2 ---------> -1.28336e+12
t=0, n=27, r=2, m=1, rp=2 ---------> -1.93446e+12
t=1, n=27, r=2, m=1, rp=2 ---------> -1.06084e+12
t=0, n=28, r=2, m=1, rp=2 ---------> -1.95434e+12
t=1, n=28, r=2, m=1, rp=2 ---------> -1.0535e+12
t=0, n=29, r=2, m=1, rp=2 ---------> -2.40115e+12
t=1, n=29, r=2, m=1, rp=2 ---------> -9.95288e+11
t=0, n=30, r=2, m=1, rp=2 ---------> -1.85163e+12
t=1, n=30, r=2, m=1, rp=2 ---------> -1.0668e+12
t=0, n=31, r=2, m=1, rp=2 ---------> -1.23914e+12
t=1, n=31, r=2, m=1, rp=2 ---------> -9.23008e+11
t=0, n=32, r=2, m=1, rp=2 ---------> -1.83367e+12
t=1, n=32, r=2, m=1, rp=2 ---------> -9.0675e+11
t=0, n=33, r=2, m=1, rp=2 ---------> -6.54029e+11
t=1, n=33, r=2, m=1, rp=2 ---------> -7.17902e+11
t=0, n=34, r=2, m=1, rp=2 ---------> -2.22771e+12
t=1, n=34, r=2, m=1, rp=2 ---------> -9.38891e+11
t=0, n=35, r=2, m=1, rp=2 ---------> -8.10018e+11
t=1, n=35, r=2, m=1, rp=2 ---------> -9.1567e+11
t=0, n=36, r=2, m=1, rp=2 ---------> -9.67025e+11
t=1, n=36, r=2, m=1, rp=2 ---------> -5.49778e+11
t=0, n=37, r=2, m=1, rp=2 ---------> -1.2019e+12
t=1, n=37, r=2, m=1, rp=2 ---------> -1.35077e+12
t=0, n=38, r=2, m=1, rp=2 ---------> -1.91982e+12
t=1, n=38, r=2, m=1, rp=2 ---------> -8.60041e+11
t=0, n=39, r=2, m=1, rp=2 ---------> -2.17651e+12
t=1, n=39, r=2, m=1, rp=2 ---------> -1.17159e+12
t=0, n=40, r=2, m=1, rp=2 ---------> -1.10314e+12
t=1, n=40, r=2, m=1, rp=2 ---------> -8.95077e+11
t=0, n=41, r=2, m=1, rp=2 ---------> -1.38063e+12
t=1, n=41, r=2, m=1, rp=2 ---------> -6.71223e+10
t=0, n=42, r=2, m=1, rp=2 ---------> -2.24271e+12
t=1, n=42, r=2, m=1, rp=2 ---------> -9.39935e+11
t=0, n=43, r=2, m=1, rp=2 ---------> -8.85127e+11
t=1, n=43, r=2, m=1, rp=2 ---------> -5.19948e+11
t=0, n=44, r=2, m=1, rp=2 ---------> 3.26946e+10
t=1, n=44, r=2, m=1, rp=2 ---------> -4.65465e+09
t=0, n=0, r=3, m=1, rp=2 ---------> 2.12661e+11
t=1, n=0, r=3, m=1, rp=2 ---------> 1.86898e+12
t=0, n=1, r=3, m=1, rp=2 ---------> 6.13688e+11
t=1, n=1, r=3, m=1, rp=2 ---------> 1.41517e+12
t=0, n=2, r=3, m=1, rp=2 ---------> 6.0183e+11
t=1, n=2, r=3, m=1, rp=2 ---------> 7.43508e+11
t=0, n=3, r=3, m=1, rp=2 ---------> 6.1716e+11
t=1, n=3, r=3, m=1, rp=2 ---------> 1.19586e+12
t=0, n=4, r=3, m=1, rp=2 ---------> -2.21121e+11
t=1, n=4, r=3, m=1, rp=2 ---------> 1.21708e+12
t=0, n=5, r=3, m=1, rp=2 ---------> 2.06735e+11
t=1, n=5, r=3, m=1, rp=2 ---------> 1.31644e+12
t=0, n=6, r=3, m=1, rp=2 ---------> 5.94981e+11
t=1, n=6, r=3, m=1, rp=2 ---------> 1.48891e+12
t=0, n=7, r=3, m=1, rp=2 ---------> -1.00834e+11
t=1, n=7, r=3, m=1, rp=2 ---------> 1.1534e+12
t=0, n=8, r=3, m=1, rp=2 ---------> 6.22902e+11
t=1, n=8, r=3, m=1, rp=2 ---------> 8.78519e+11
t=0, n=9, r=3, m=1, rp=2 ---------> 1.2161e+12
t=1, n=9, r=3, m=1, rp=2 ---------> 1.88502e+12
t=0, n=10, r=3, m=1, rp=2 ---------> 1.81083e+11
t=1, n=10, r=3, m=1, rp=2 ---------> 8.21848e+11
t=0, n=11, r=3, m=1, rp=2 ---------> 9.32634e+10
t=1, n=11, r=3, m=1, rp=2 ---------> 1.31537e+12
t=0, n=12, r=3, m=1, rp=2 ---------> 1.59053e+11
t=1, n=12, r=3, m=1, rp=2 ---------> 7.68096e+11
t=0, n=13, r=3, m=1, rp=2 ---------> 5.11271e+11
t=1, n=13, r=3, m=1, rp=2 ---------> 1.35738e+12
t=0, n=14, r=3, m=1, rp=2 ---------> 1.00256e+12
t=1, n=14, r=3, m=1, rp=2 ---------> 9.3646e+11
t=0, n=15, r=3, m=1, rp=2 ---------> -2.54083e+11
t=1, n=15, r=3, m=1, rp=2 ---------> 8.6696e+11
t=0, n=16, r=3, m=1, rp=2 ---------> -5.97391e+10
t=1, n=16, r=3, m=1, rp=2 ---------> 4.59253e+11
t=0, n=17, r=3, m=1, rp=2 ---------> 7.32724e+11
t=1, n=17, r=3, m=1, rp=2 ---------> 1.10333e+12
t=0, n=18, r=3, m=1, rp=2 ---------> -7.52152e+11
t=1, n=18, r=3, m=1, rp=2 ---------> 7.78112e+11
t=0, n=19, r=3, m=1, rp=2 ---------> -3.31382e+11
t=1, n=19, r=3, m=1, rp=2 ---------> 3.89803e+11
t=0, n=20, r=3, m=1, rp=2 ---------> 1.20478e+11
t=1, n=20, r=3, m=1, rp=2 ---------> 8.40745e+11
t=0, n=21, r=3, m=1, rp=2 ---------> -1.29492e+11
t=1, n=21, r=3, m=1, rp=2 ---------> 3.48292e+11
t=0, n=22, r=3, m=1, rp=2 ---------> 2.21286e+11
t=1, n=22, r=3, m=1, rp=2 ---------> 2.04797e+12
t=0, n=23, r=3, m=1, rp=2 ---------> 3.10296e+11
t=1, n=23, r=3, m=1, rp=2 ---------> 6.94162e+11
t=0, n=24, r=3, m=1, rp=2 ---------> -4.58742e+10
t=1, n=24, r=3, m=1, rp=2 ---------> 1.49619e+12
t=0, n=25, r=3, m=1, rp=2 ---------> 8.48124e+11
t=1, n=25, r=3, m=1, rp=2 ---------> 1.15392e+12
t=0, n=26, r=3, m=1, rp=2 ---------> 2.53572e+11
t=1, n=26, r=3, m=1, rp=2 ---------> 1.13238e+12
t=0, n=27, r=3, m=1, rp=2 ---------> 4.40963e+11
t=1, n=27, r=3, m=1, rp=2 ---------> 5.77041e+11
t=0, n=28, r=3, m=1, rp=2 ---------> -1.58141e+11
t=1, n=28, r=3, m=1, rp=2 ---------> 1.34799e+12
t=0, n=29, r=3, m=1, rp=2 ---------> -2.35825e+11
t=1, n=29, r=3, m=1, rp=2 ---------> 7.91486e+11
t=0, n=30, r=3, m=1, rp=2 ---------> 4.28733e+10
t=1, n=30, r=3, m=1, rp=2 ---------> 1.0514e+12
t=0, n=31, r=3, m=1, rp=2 ---------> 3.38714e+11
t=1, n=31, r=3, m=1, rp=2 ---------> 9.94685e+11
t=0, n=32, r=3, m=1, rp=2 ---------> 5.1759e+10
t=1, n=32, r=3, m=1, rp=2 ---------> 8.45731e+11
t=0, n=33, r=3, m=1, rp=2 ---------> 3.75454e+11
t=1, n=33, r=3, m=1, rp=2 ---------> 4.48756e+11
t=0, n=34, r=3, m=1, rp=2 ---------> 4.83563e+11
t=1, n=34, r=3, m=1, rp=2 ---------> 1.09922e+12
t=0, n=35, r=3, m=1, rp=2 ---------> 3.99067e+11
t=1, n=35, r=3, m=1, rp=2 ---------> 5.15383e+11
t=0, n=36, r=3, m=1, rp=2 ---------> -2.00686e+11
t=1, n=36, r=3, m=1, rp=2 ---------> 7.62953e+11
t=0, n=37, r=3, m=1, rp=2 ---------> 6.73433e+11
t=1, n=37, r=3, m=1, rp=2 ---------> 9.06017e+11
t=0, n=38, r=3, m=1, rp=2 ---------> 1.83988e+11
t=1, n=38, r=3, m=1, rp=2 ---------> 1.21417e+12
t=0, n=39, r=3, m=1, rp=2 ---------> 1.73816e+11
t=1, n=39, r=3, m=1, rp=2 ---------> 8.76662e+11
t=0, n=40, r=3, m=1, rp=2 ---------> 2.71799e+10
t=1, n=40, r=3, m=1, rp=2 ---------> 6.47358e+11
t=0, n=41, r=3, m=1, rp=2 ---------> -3.48283e+11
t=1, n=41, r=3, m=1, rp=2 ---------> 4.85799e+11
t=0, n=42, r=3, m=1, rp=2 ---------> 3.13045e+11
t=1, n=42, r=3, m=1, rp=2 ---------> 1.10305e+12
t=0, n=43, r=3, m=1, rp=2 ---------> 1.46751e+11
t=1, n=43, r=3, m=1, rp=2 ---------> 7.95397e+11
t=0, n=44, r=3, m=1, rp=2 ---------> -4.60999e+10
t=1, n=44, r=3, m=1, rp=2 ---------> -9.32874e+09
t=0, n=0, r=0, m=2, rp=2 ---------> -2.76076e+11
t=1, n=0, r=0, m=2, rp=2 ---------> -2.80444e+11
t=0, n=1, r=0, m=2, rp=2 ---------> 2.64536e+10
t=1, n=1, r=0, m=2, rp=2 ---------> -7.3547e+11
t=0, n=2, r=0, m=2, rp=2 ---------> -1.21849e+11
t=1, n=2, r=0, m=2, rp=2 ---------> -3.85004e+11
t=0, n=3, r=0, m=2, rp=2 ---------> 1.72966e+11
t=1, n=3, r=0, m=2, rp=2 ---------> -5.47163e+11
t=0, n=4, r=0, m=2, rp=2 ---------> -1.23778e+11
t=1, n=4, r=0, m=2, rp=2 ---------> -3.64578e+11
t=0, n=5, r=0, m=2, rp=2 ---------> 1.79417e+11
t=1, n=5, r=0, m=2, rp=2 ---------> -1.17616e+11
t=0, n=6, r=0, m=2, rp=2 ---------> -2.96054e+11
t=1, n=6, r=0, m=2, rp=2 ---------> -3.6629e+11
t=0, n=7, r=0, m=2, rp=2 ---------> 4.89907e+10
t=1, n=7, r=0, m=2, rp=2 ---------> -4.1284e+11
t=0, n=8, r=0, m=2, rp=2 ---------> 6.22152e+10
t=1, n=8, r=0, m=2, rp=2 ---------> -2.83397e+11
t=0, n=9, r=0, m=2, rp=2 ---------> -3.96076e+11
t=1, n=9, r=0, m=2, rp=2 ---------> -4.3796e+11
t=0, n=10, r=0, m=2, rp=2 ---------> 7.53538e+10
t=1, n=10, r=0, m=2, rp=2 ---------> -1.26631e+11
t=0, n=11, r=0, m=2, rp=2 ---------> -5.96703e+10
t=1, n=11, r=0, m=2, rp=2 ---------> -2.70506e+10
t=0, n=12, r=0, m=2, rp=2 ---------> 4.8656e+10
t=1, n=12, r=0, m=2, rp=2 ---------> -2.74938e+11
t=0, n=13, r=0, m=2, rp=2 ---------> 1.85458e+10
t=1, n=13, r=0, m=2, rp=2 ---------> -1.31988e+11
t=0, n=14, r=0, m=2, rp=2 ---------> -4.13212e+11
t=1, n=14, r=0, m=2, rp=2 ---------> -5.45045e+11
t=0, n=15, r=0, m=2, rp=2 ---------> 2.66296e+11
t=1, n=15, r=0, m=2, rp=2 ---------> -7.23691e+10
t=0, n=16, r=0, m=2, rp=2 ---------> 3.66279e+11
t=1, n=16, r=0, m=2, rp=2 ---------> -6.08428e+10
t=0, n=17, r=0, m=2, rp=2 ---------> -5.52895e+10
t=1, n=17, r=0, m=2, rp=2 ---------> -6.24217e+11
t=0, n=18, r=0, m=2, rp=2 ---------> -2.44951e+11
t=1, n=18, r=0, m=2, rp=2 ---------> -1.12452e+11
t=0, n=19, r=0, m=2, rp=2 ---------> -2.27961e+11
t=1, n=19, r=0, m=2, rp=2 ---------> 1.15335e+11
t=0, n=20, r=0, m=2, rp=2 ---------> 1.56952e+11
t=1, n=20, r=0, m=2, rp=2 ---------> -1.59878e+11
t=0, n=21, r=0, m=2, rp=2 ---------> 1.93819e+11
t=1, n=21, r=0, m=2, rp=2 ---------> 2.43245e+11
t=0, n=22, r=0, m=2, rp=2 ---------> 7.86869e+10
t=1, n=22, r=0, m=2, rp=2 ---------> -4.54113e+11
t=0, n=23, r=0, m=2, rp=2 ---------> 8.24158e+10
t=1, n=23, r=0, m=2, rp=2 ---------> -2.7568e+11
t=0, n=24, r=0, m=2, rp=2 ---------> 1.16388e+11
t=1, n=24, r=0, m=2, rp=2 ---------> -3.57148e+11
t=0, n=25, r=0, m=2, rp=2 ---------> 2.78552e+10
t=1, n=25, r=0, m=2, rp=2 ---------> -3.24413e+11
